Lat,Lon,Type,Name
51.129984,-114.002322,cafe,Starbucks
41.703003,-122.645872,cafe,Starbucks
47.624384,-122.338715,cafe,Starbucks
32.905274,-97.035677,cafe,Starbucks
34.018068,-84.311882,cafe,Starbucks
43.415155,-80.514717,cafe,Starbucks Coffee
41.928632,-87.642113,cafe,Starbucks
37.971348,-122.063953,bank,Citibank
19.376692,-99.095383,cafe,Starbucks
30.194942,-81.829344,cafe,Starbucks
42.988489,-87.883426,cafe,Starbucks
33.571179,-117.705478,bank,Citibank
19.295586,-99.108338,cafe,Starbucks
40.499241,-74.448315,cafe,Starbucks
45.529915,-122.41125,cafe,Starbucks
45.40847,-122.74647,cafe,Starbucks
40.635235,-111.803886,cafe,Starbucks
42.484932,-71.195405,bank,Citibank
42.484752,-71.193519,cafe,Starbucks
34.132847,-118.147916,cafe,Starbucks
36.762218,-76.010529,cafe,Starbucks
40.735123,-73.083769,bank,Citibank
39.037137,-77.502316,cafe,Starbucks
40.76449,-73.304493,cafe,Starbucks
45.366276,-122.838378,cafe,Starbucks
45.369625,-122.844838,cafe,Starbucks
53.447188,-113.484245,cafe,Starbucks
37.800581,-122.43897,atm,Chase
37.754102,-122.48426,bank,Citibank
37.804807,-122.433826,bank,Chase
37.750539,-122.418446,atm,Chase
37.800569,-122.439035,bank,Chase
44.671443,-63.538564,cafe,Starbucks
33.945884,-118.331201,cafe,Starbucks
53.474042,-113.492849,cafe,Starbucks
36.834895,-119.918617,cafe,Starbucks
34.990377,-118.941147,cafe,Starbucks
45.479726,-122.615985,cafe,Starbucks
40.750718,-73.973867,bank,Citibank
45.44712,-122.618541,cafe,Starbucks
37.785928,-122.439834,cafe,Starbucks
40.694924,-73.983012,cafe,Starbucks
37.69528,-121.929175,cafe,Starbucks
45.402991,-122.291948,cafe,Starbucks
41.723543,-86.251147,cafe,Starbucks
49.19534,-123.182891,cafe,Starbucks
39.294216,-94.720555,cafe,Starbucks
49.26383,-122.766795,cafe,Starbucks
41.868104,-87.63894,cafe,Starbucks
43.659376,-79.389743,cafe,Starbucks Coffee
35.912643,-78.780748,cafe,Starbucks
49.168186,-121.958669,cafe,Starbucks
37.800527,-122.439373,bank,Citibank
45.496571,-73.570311,cafe,Starbucks
42.697227,-83.135362,cafe,Starbucks
40.718276,-73.999969,cafe,Starbucks
40.718901,-74.002517,cafe,Starbucks
40.719354,-74.002184,pharmacy,Duane Reade
34.004747,-117.821184,fast_food,Starbucks
37.796133,-122.276029,cafe,Starbucks
37.818982,-122.262397,cafe,Starbucks
34.005194,-117.822782,fast_food,Starbucks
47.219557,-122.435688,cafe,Starbucks
51.008388,-118.21626,cafe,Starbucks
45.415524,-122.591017,cafe,Starbucks
30.006927,-90.157333,cafe,Starbucks
33.617892,-117.929808,fast_food,Starbucks
40.002273,-75.274667,cafe,Starbucks
33.600688,-117.673379,cafe,Starbucks
33.672049,-117.954261,bank,Chase
30.004331,-90.180187,cafe,Starbucks
39.610067,-104.889389,cafe,Starbucks
34.104889,-118.287601,bank,Citibank
32.402814,-99.758039,cafe,Starbucks
38.56318,-121.423763,restaurant,Starbucks
34.087337,-117.890364,fast_food,Starbucks Coffee
34.087629,-117.889983,bank,Citibank
34.027568,-117.836496,cafe,Starbucks
33.737417,-117.954205,bank,Chase
40.066688,-76.340073,cafe,Starbucks Coffee
25.783685,-109.003333,cafe,Starbucks
40.300885,-83.067808,bank,Chase
40.337454,-80.026121,cafe,Starbucks
44.651085,-124.051519,cafe,Starbucks
44.651297,-124.051206,bank,Chase
45.524636,-122.538218,cafe,Starbucks
43.230395,-123.370706,cafe,Starbucks
45.489278,-122.476589,cafe,Starbucks
49.140025,-121.963923,cafe,Starbucks
44.06464,-123.074145,cafe,Starbucks
45.505769,-122.416738,cafe,Starbucks
39.757917,-89.645306,cafe,Starbucks
49.324043,-123.109914,cafe,Starbucks
41.791379,-88.204928,bank,Chase
38.323412,-122.3024,cafe,Starbucks
37.73186,-122.139713,cafe,Starbucks
40.724006,-73.985213,bank,Citibank
38.303971,-77.509331,cafe,Starbucks
38.28349,-122.275051,bank,Chase
38.295953,-77.492891,cafe,Starbucks
38.054285,-122.154848,cafe,Starbucks
45.560975,-73.548064,cafe,Starbucks
37.387275,-121.8619,cafe,Starbucks
38.010374,-121.320753,bank,Chase
39.137768,-76.598153,cafe,Starbucks
40.117828,-83.009877,cafe,Starbucks
43.46276,-80.521912,cafe,Starbucks
16.751529,-93.07666,cafe,Starbucks
45.412057,-75.645957,cafe,Starbucks
26.36776,-80.126003,cafe,Starbucks
26.362444,-80.12406,cafe,Starbucks
19.29965,-99.13704,cafe,Starbucks
45.733402,-73.614615,cafe,Starbucks
39.955545,-105.165096,cafe,Starbucks
40.648857,-111.867718,cafe,Starbucks
32.527032,-93.700884,cafe,Starbucks
31.889437,-102.349513,bank,Chase
19.285404,-99.137438,cafe,Starbucks
20.705775,-103.41513,cafe,Starbucks
20.71154,-103.411332,cafe,Starbucks
20.70976,-103.410896,cafe,Starbucks
38.226836,-85.768688,atm,Chase
37.564243,-77.468997,cafe,Starbucks
19.380565,-99.185915,cafe,Starbucks
32.899027,-97.043998,atm,Chase
37.795125,-122.400529,cafe,Starbucks
20.732319,-103.429817,cafe,Starbucks
20.73024,-103.44213,cafe,Starbucks
37.573179,-77.518678,cafe,Starbucks
40.526951,-105.013675,cafe,Starbucks
37.792879,-122.401281,bank,Chase
38.299218,-122.285785,cafe,Starbucks
37.79463,-122.402901,cafe,Starbucks
41.751304,-87.973297,bank,Chase
19.292022,-99.160108,cafe,Starbucks
47.979752,-122.208414,cafe,Starbucks
41.563027,-88.160981,bank,Chase
26.241681,-80.248818,cafe,Starbucks
41.690889,-88.126406,cafe,Starbucks
41.236409,-81.440031,cafe,Starbucks
43.47341,-80.546098,cafe,Starbucks
43.47042,-80.54325,cafe,Starbucks
42.195008,-88.212516,bank,Chase
39.251115,-84.297315,cafe,Starbucks
41.879513,-87.799152,bank,Chase
29.506939,-98.575413,cafe,Starbucks
37.788328,-122.408956,bank,Chase
35.805642,-78.815222,cafe,Starbucks
19.387522,-99.247661,cafe,Starbucks
35.879243,-78.847261,cafe,Starbucks
20.56919,-103.457557,cafe,Starbucks
53.542416,-113.88134,cafe,Starbucks
42.350756,-71.109155,cafe,Starbucks
37.80292,-122.4029,cafe,Starbucks
40.839739,-74.20794,cafe,Starbucks
41.074127,-81.516409,cafe,Starbucks
47.59061,-117.561352,cafe,Starbucks
49.269397,-123.102958,cafe,Starbucks
32.764723,-97.481028,bank,Chase
37.790168,-122.402045,cafe,Starbucks
37.788618,-122.398751,bank,Chase
43.01606,-89.429209,cafe,Starbucks
42.161887,-88.053556,cafe,Starbucks
36.735431,-119.733523,bank,Chase
45.686198,-122.667969,cafe,Starbucks
21.388997,-157.952668,cafe,Starbucks
40.823186,-74.156104,cafe,Starbucks
30.112492,-95.38713,cafe,Starbucks
19.296289,-99.159296,cafe,Starbucks
47.849627,-122.273182,cafe,Starbucks
34.158725,-118.132705,cafe,Starbucks
37.789543,-122.401968,cafe,Starbucks
26.032934,-80.197744,restaurant,Starbucks
45.266571,-122.676944,cafe,Starbucks
40.153729,-105.133899,cafe,Starbucks
38.021069,-122.261281,fast_food,Starbucks
41.317071,-81.350309,cafe,Starbucks
39.32313,-84.429815,fast_food,Starbucks
36.823161,-76.149706,cafe,Starbucks
37.445031,-122.161567,bank,Citibank
30.170214,-95.471251,cafe,Starbucks
41.508785,-72.808921,cafe,Starbucks
37.795098,-122.400525,cafe,Starbucks
49.209368,-123.116529,cafe,Starbucks
42.234998,-71.179686,cafe,Starbucks
52.288027,-113.814754,cafe,Starbucks
40.732204,-73.866483,cafe,Starbucks
52.286193,-113.769619,cafe,Starbucks
41.458227,-82.016621,cafe,Starbucks
24.943066,-80.606071,cafe,Starbucks
48.152662,-122.180444,cafe,Starbucks
19.306466,-99.166578,cafe,Starbucks
41.86809,-87.887339,cafe,Starbucks
40.084607,-82.897026,cafe,Starbucks
37.321362,-121.992334,bank,Chase
41.796052,-88.01068,cafe,Starbucks
43.0448,-86.217772,bank,Chase
41.783597,-87.908001,cafe,Starbucks
28.078406,-80.648974,cafe,Starbucks
28.081638,-80.650071,cafe,Starbucks
28.09182,-80.566613,cafe,Starbucks
40.221245,-75.248966,cafe,Starbucks
19.299839,-99.13623,cafe,Starbucks
45.588099,-122.593701,cafe,Starbucks
33.871848,-118.177114,cafe,Starbucks
35.172636,-80.661159,cafe,Starbucks
37.300637,-121.771909,cafe,Starbucks
35.07982,-106.514643,cafe,Starbucks
38.804863,-77.133524,cafe,Starbucks
36.110346,-115.170643,cafe,Starbucks
18.921651,-99.233455,cafe,Starbucks
36.116428,-115.172266,cafe,Starbucks
49.10378,-121.962287,cafe,Starbucks
36.12744,-115.169867,cafe,Starbucks
36.095585,-115.17586,cafe,Starbucks
51.128661,-114.008534,cafe,Starbucks
53.307581,-113.585102,cafe,Starbucks
53.305877,-113.582066,cafe,Starbucks
45.532484,-122.442408,cafe,Starbucks
45.530138,-122.428586,bank,Chase
49.262187,-123.250136,cafe,Starbucks
40.657931,-111.88678,cafe,Starbucks
33.172964,-96.64159,cafe,Starbucks
44.854127,-93.240589,cafe,Starbucks
44.854804,-93.243411,cafe,Starbucks
44.856611,-93.241539,cafe,Starbucks
41.905209,-87.966671,cafe,Starbucks
41.90201,-87.940125,cafe,Starbucks
49.226069,-123.002068,cafe,Starbucks
48.424968,-123.366643,cafe,Starbucks
40.010736,-105.276629,cafe,Starbucks
39.379898,-84.221603,cafe,Starbucks
40.684139,-111.870845,bank,Chase
40.687395,-111.866084,cafe,Starbucks
49.056917,-122.460524,cafe,Starbucks
49.102089,-122.64572,cafe,Starbucks
49.162554,-122.635927,cafe,Starbucks
37.308684,-121.977927,cafe,Starbucks
47.45564,-122.282455,cafe,Starbucks
51.153551,-114.029686,cafe,Starbucks
40.523897,-105.073797,cafe,Starbucks
33.017971,-117.073696,cafe,Starbucks
34.136268,-118.15015,cafe,Starbucks
30.301581,-97.699907,cafe,Starbucks
21.970682,-159.379629,cafe,Starbucks
49.251076,-122.897358,cafe,Starbucks
35.136627,-80.937201,restaurant,Starbucks
38.972502,-95.272015,cafe,Starbucks
22.062712,-159.321599,cafe,Starbucks
49.217583,-122.592017,cafe,Starbucks
40.916531,-74.172058,bank,Chase
33.877559,-84.465519,cafe,Starbucks
39.738728,-104.996879,cafe,Starbucks
35.645777,-105.954888,cafe,Starbucks Coffee
19.335353,-99.157034,cafe,Starbucks
33.776637,-84.388349,bar,Starbucks Coffee
40.460289,-90.648365,cafe,Starbucks
33.493216,-112.286668,cafe,Starbucks
33.49323,-112.286814,bank,Chase
41.398748,-73.088504,cafe,Starbucks
43.593024,-79.641949,cafe,Starbucks
40.755354,-73.979766,pharmacy,Duane Reade
38.53622,-90.983365,cafe,Starbucks
37.48408,-122.23,bank,Citibank
29.925438,-95.197122,cafe,Starbucks
40.585997,-111.939274,bank,Chase
49.228702,-123.001364,cafe,Starbucks
26.173374,-80.099272,cafe,Starbucks
33.422822,-111.940939,cafe,Starbucks
47.610393,-122.33472,cafe,Starbucks
21.327492,-158.021349,cafe,Starbucks
21.327032,-158.019933,cafe,Starbucks
21.309858,-157.810389,cafe,Starbucks
47.356758,-122.166497,cafe,Starbucks
36.193449,-86.294407,cafe,Starbucks
38.534694,-121.494435,cafe,Starbucks
49.226262,-123.003969,cafe,Starbucks
37.850605,-122.252256,cafe,Starbucks
42.342533,-71.056832,cafe,Starbucks
42.335498,-71.035597,cafe,Starbucks
33.167318,-96.891596,cafe,Starbucks
35.034763,-80.805623,cafe,Starbucks
45.428385,-122.487311,cafe,Starbucks
34.085459,-117.870857,cafe,Starbucks
40.363798,-111.966615,cafe,Starbucks
41.148689,-81.508187,cafe,Starbucks
42.347137,-71.128459,cafe,Starbucks
32.636346,-97.369371,cafe,Starbucks Coffee
32.718119,-117.134067,cafe,Starbucks
36.115037,-115.201993,cafe,Starbucks
29.774042,-94.978248,cafe,Starbucks
45.484618,-122.579732,bank,Chase
25.559344,-103.433599,cafe,Starbucks
45.333391,-118.06794,cafe,Starbucks
49.218609,-122.956485,cafe,Starbucks
49.225678,-122.99739,cafe,Starbucks
42.096334,-76.007543,cafe,Starbucks
42.094474,-76.006287,cafe,Starbucks
34.062675,-118.353906,cafe,Starbucks
39.289466,-76.613957,cafe,Starbucks
39.287325,-76.611551,cafe,Starbucks
30.474196,-87.21578,cafe,Starbucks
30.529865,-87.223909,cafe,Starbucks
30.534797,-87.313571,cafe,Starbucks
49.227821,-122.840058,cafe,Starbucks
49.250491,-122.894456,cafe,Starbucks
30.531685,-87.226514,cafe,Starbucks
49.407285,-123.519358,cafe,Starbucks
49.406857,-123.530849,cafe,Starbucks
38.672918,-90.43521,cafe,Starbucks
26.239007,-80.247337,bank,Chase
26.3421,-80.086513,bank,Chase
26.296921,-80.252304,cafe,Starbucks
33.307817,-111.743445,cafe,Starbucks
40.048524,-75.413115,cafe,Starbucks
40.63581,-79.939781,cafe,Starbucks
46.209915,-74.586224,cafe,Starbucks
43.698582,-79.462875,cafe,Starbucks
26.317405,-80.156773,bank,Citibank
26.315545,-80.090556,cafe,Starbucks
28.343942,-81.613239,cafe,Starbucks
44.949741,-123.050342,bank,Chase
30.654748,-87.90664,cafe,Starbucks
34.47154,-117.242859,cafe,Starbucks
40.258392,-75.085115,cafe,Starbucks
45.40689,-122.793008,cafe,Starbucks
22.143108,-101.022322,cafe,Starbucks
22.14936,-101.00551,cafe,Starbucks
40.759466,-73.829707,pharmacy,Duane Reade
49.186322,-122.848796,cafe,Starbucks
42.362907,-122.85852,cafe,Starbucks
38.932567,-76.997147,cafe,Starbucks
18.849654,-97.089504,cafe,Starbucks
49.189652,-122.803378,cafe,Starbucks
50.956688,-114.070077,cafe,Starbucks
40.81069,-73.952925,bank,Chase
26.367934,-80.136737,bank,Chase
45.386335,-73.548042,cafe,Starbucks
26.343068,-80.154221,bank,Citibank
39.575944,-119.740267,cafe,Starbucks
44.853256,-93.429241,cafe,Starbucks
27.960304,-82.505334,restaurant,Starbucks
44.884681,-93.209806,cafe,Starbucks
29.943353,-90.064781,cafe,Starbucks
42.058958,-71.068109,cafe,Starbucks
29.197211,-81.056463,cafe,Starbucks
34.028227,-117.760957,cafe,Starbucks
40.371774,-80.687289,bank,Chase
41.505611,-87.723356,bank,Chase
45.442156,-122.827027,cafe,Starbucks
34.14074,-118.356778,cafe,Starbucks
34.136465,-118.352927,cafe,Starbucks
44.525523,-88.098609,bank,Chase
42.36263,-71.019419,cafe,Starbucks
29.12525,-81.003224,bank,Chase
50.971876,-114.070783,cafe,Starbucks
42.300607,-71.291695,cafe,Starbucks
44.523762,-88.063404,cafe,Starbucks
33.959623,-117.59198,fast_food,Starbucks
47.388111,-122.045193,cafe,Starbucks
35.015949,-80.801956,cafe,Starbucks
33.960477,-117.595075,cafe,Starbucks
45.431305,-122.823496,cafe,Starbucks
38.031755,-78.505071,cafe,Starbucks
44.48317,-88.072769,bank,Chase
47.708816,-122.32151,cafe,Starbucks
37.383266,-121.894454,cafe,Starbucks
19.027391,-98.208085,cafe,Starbucks
44.484363,-87.969925,cafe,Starbucks
44.458614,-87.988389,cafe,Starbucks
29.554221,-95.120344,bank,Chase
29.556441,-95.149822,cafe,Starbucks
34.558915,-86.970871,cafe,Starbucks
35.639989,-106.013257,cafe,Starbucks Coffee
33.018924,-96.733343,cafe,Starbucks
38.443874,-107.868762,cafe,Starbucks
38.45658,-107.865663,cafe,Starbucks
39.776015,-105.036672,cafe,Starbucks
33.0405,-96.732,cafe,Starbucks
47.445992,-122.152246,cafe,Starbucks
47.464854,-122.13718,cafe,Starbucks
38.307225,-85.841434,cafe,Starbucks
37.689027,-121.902497,cafe,Starbucks Coffee
47.415244,-122.195738,cafe,Starbucks
39.416417,-77.442294,cafe,Starbucks Coffee
26.316115,-80.088426,bank,Chase
44.631429,-123.07591,cafe,Starbucks
26.30375,-80.130558,bank,Chase
42.411631,-83.414326,bank,Chase
32.733233,-117.204056,cafe,Starbucks
32.73163,-117.201142,cafe,Starbucks
42.347132,-71.079026,cafe,Starbucks
42.347608,-71.082382,cafe,Starbucks
34.468498,-117.243091,cafe,Starbucks
41.462263,-73.231226,cafe,Starbucks
41.462014,-73.231778,bank,Chase
42.274888,-83.733977,cafe,Starbucks
45.334664,-122.590919,cafe,Starbucks
38.600685,-121.403446,cafe,Starbucks
20.734357,-156.452698,cafe,Starbucks
19.425842,-99.167294,cafe,Starbucks
37.333431,-121.88736,cafe,Starbucks Coffee
34.004117,-81.034608,cafe,Starbucks
41.098152,-73.444757,cafe,Starbucks
35.667812,-97.496635,cafe,Starbucks
50.973222,-114.098129,cafe,Starbucks
39.978956,-75.158519,cafe,Starbucks
42.351649,-71.066987,cafe,Starbucks
35.120628,-78.880347,cafe,Starbucks
50.974144,-114.097742,cafe,Starbucks
36.91574,-111.458116,cafe,Starbucks
40.388671,-111.828482,cafe,Starbucks
40.763022,-73.962849,pharmacy,Duane Reade
35.618209,-118.476028,cafe,Starbucks
36.114304,-115.173432,cafe,Starbucks
40.569245,-74.615861,cafe,Starbucks
36.216608,-115.994647,cafe,Starbucks
39.857892,-104.666013,cafe,Starbucks
38.082152,-120.559945,cafe,Starbucks
18.496687,-88.298044,bank,Citibank
48.309464,-116.546871,cafe,Starbucks
19.427835,-99.194933,cafe,Starbucks
19.428174,-99.193405,cafe,Starbucks
45.853148,-122.707843,cafe,Starbucks
19.433082,-99.186827,cafe,Starbucks
27.299125,-82.494431,bank,Chase
37.766142,-120.847083,cafe,Starbucks
42.744049,-71.157687,cafe,Starbucks
30.482721,-97.82983,cafe,Starbucks
30.482672,-97.83249,bank,Chase
40.716053,-74.033203,cafe,Starbucks
37.445157,-122.161579,bank,Citibank
21.136348,-86.748194,cafe,Starbucks
19.424472,-99.184715,cafe,Starbucks
27.300255,-82.451936,cafe,Starbucks
21.147132,-86.792376,cafe,Starbucks
48.788798,-122.510774,cafe,Starbucks
34.806672,-82.224638,cafe,Starbucks
35.367765,-120.844324,cafe,Starbucks
45.475205,-122.824967,cafe,Starbucks
32.205624,-110.843285,cafe,Starbucks
34.034246,-118.693583,cafe,Starbucks
50.913279,-113.950334,cafe,Starbucks Coffee
39.623677,-105.019259,cafe,Starbucks
38.727505,-77.795947,cafe,Starbucks
19.450926,-99.151753,cafe,Starbucks
41.846245,-87.952508,cafe,Starbucks
39.772785,-75.713857,cafe,Starbucks
37.058245,-84.626595,cafe,Starbucks
49.0365,-122.291257,cafe,Starbucks
40.814258,-74.220208,cafe,Starbucks
40.814304,-74.217729,bank,Chase
45.364292,-122.647277,cafe,Starbucks
40.884464,-111.890435,cafe,Starbucks
38.902772,-77.034312,cafe,Starbucks
40.731346,-73.992012,cafe,Starbucks
47.609567,-122.324146,cafe,Starbucks
40.70754,-74.011123,cafe,Starbucks
34.047484,-117.810924,cafe,Starbucks
32.933974,-97.254067,cafe,Starbucks
33.994315,-117.930936,cafe,Starbucks
47.658883,-117.423091,cafe,Starbucks
40.638262,-111.977976,cafe,Starbucks
32.648096,-116.966767,cafe,Starbucks
40.789134,-74.393301,cafe,Starbucks
40.7045,-74.006865,bank,Citibank
40.706159,-74.008845,cafe,Starbucks
33.465243,-111.922245,bank,Chase
36.078208,-94.210254,cafe,Starbucks
31.822117,-81.600206,cafe,Starbucks
38.611915,-121.497116,cafe,Starbucks
43.423261,-95.113578,cafe,Starbucks
49.305904,-123.037141,cafe,Starbucks
37.365969,-121.92583,cafe,Starbucks
43.862143,-79.485193,cafe,Starbucks Coffee
47.751487,-117.396276,cafe,Starbucks
45.324362,-122.580002,cafe,Starbucks
41.642129,-81.43593,bank,Chase
32.846012,-96.851279,cafe,Starbucks
32.845989,-96.848369,cafe,Starbucks
45.411148,-74.031662,cafe,Starbucks
39.370946,-76.464456,cafe,Starbucks
39.008669,-77.503028,restaurant,Starbucks
32.767744,-117.166291,cafe,Starbucks
47.909745,-122.225523,cafe,Starbucks
41.539273,-90.519154,cafe,Starbucks
19.429039,-99.203516,cafe,Starbucks
26.072923,-80.1384,cafe,Starbucks
33.608241,-117.827357,cafe,Starbucks
21.335858,-157.915739,cafe,Starbucks
37.25125,-121.862574,cafe,Starbucks
29.741021,-95.466568,cafe,Starbucks
40.308402,-75.859448,cafe,Starbucks
50.261568,-119.27311,cafe,Starbucks
41.41692,-81.906222,cafe,Starbucks Coffee
24.560197,-81.806267,cafe,Starbucks
37.147077,-76.459342,cafe,Starbucks
44.282091,-105.49355,cafe,Starbucks
40.802169,-73.528287,bank,Citibank
40.789558,-73.534547,cafe,Starbucks Coffee
39.024942,-84.579279,cafe,Starbucks
40.730723,-74.002568,cafe,Starbucks Coffee
45.167741,-93.235967,cafe,Starbucks
40.589748,-73.972275,parking,Chase
39.740552,-105.041887,cafe,Starbucks
34.045967,-118.251189,cafe,Starbucks
41.989354,-88.149307,cafe,Starbucks
49.133315,-122.328963,cafe,Starbucks
40.842188,-73.304181,bank,Citibank
36.778475,-76.253106,cafe,Starbucks
47.569126,-122.28838,cafe,Starbucks
47.569583,-122.288222,bank,Chase
40.763899,-73.331041,bank,Chase
43.110795,-88.242308,cafe,Starbucks
43.137195,-88.242565,cafe,Starbucks
33.803004,-117.914181,cafe,Starbucks
25.725609,-80.263119,cafe,Starbucks
47.889926,-122.286767,bank,Chase
47.884402,-122.281617,cafe,Starbucks
43.78025,-79.299203,cafe,Starbucks Coffee
33.264614,-111.686685,bank,Chase
21.969216,-159.385883,cafe,Starbucks
41.879998,-87.794548,bank,Chase
41.011256,-73.796454,bank,Chase
38.704084,-80.665958,cafe,Starbucks
50.932407,-113.97037,cafe,Starbucks
50.933942,-113.962263,cafe,Starbucks
45.496455,-122.539044,cafe,Starbucks
50.930464,-113.964145,cafe,Starbucks
43.374213,-80.31815,cafe,Starbucks
19.436663,-99.079997,cafe,Starbucks Coffee
37.894453,-122.530824,cafe,Starbucks
43.676487,-79.358384,cafe,Starbucks
37.902798,-122.52474,cafe,Starbucks
19.510765,-99.229448,cafe,Starbucks
38.800306,-97.612038,cafe,Starbucks
47.272576,-122.227298,cafe,Starbucks
47.272334,-122.229273,cafe,Starbucks
33.082335,-117.233495,cafe,Starbucks
50.951153,-114.001601,cafe,Starbucks
33.485781,-117.724281,cafe,Starbucks
20.651108,-103.40152,cafe,Starbucks
40.499915,-74.645418,cafe,Starbucks
36.938427,-121.777103,cafe,Starbucks
42.280637,-83.74835,bank,Chase
40.692441,-73.991241,cafe,Starbucks
40.692703,-73.991097,pharmacy,Duane Reade
40.735143,-73.9898,cafe,Starbucks
45.453908,-122.779818,cafe,Starbucks
47.809091,-122.539749,cafe,Starbucks
36.772938,-76.234114,cafe,Starbucks
41.791207,-87.603989,cafe,Starbucks
45.506618,-73.572633,cafe,Starbucks
35.279877,-120.661725,cafe,Starbucks
44.056324,-121.301433,cafe,Starbucks
51.020854,-114.14169,cafe,Starbucks
35.278407,-120.661947,bank,Chase
32.912933,-117.142545,cafe,Starbucks
33.826453,-118.359559,cafe,Starbucks
44.068372,-121.301669,cafe,Starbucks
33.902273,-118.383564,cafe,Starbucks
22.263495,-97.860744,cafe,Starbucks
25.657334,-100.389494,cafe,Starbucks
39.048474,-94.35986,cafe,Starbucks
29.663903,-95.745368,cafe,Starbucks
49.864849,-99.960126,cafe,Starbucks
39.979633,-86.071179,cafe,Starbucks
40.770001,-73.918413,cafe,Starbucks
40.939159,-74.269037,cafe,Starbucks
31.138307,-81.579748,cafe,Starbucks
44.103939,-121.300816,cafe,Starbucks
25.986675,-80.129077,cafe,Starbucks
44.04687,-121.329746,cafe,Starbucks
44.057689,-121.264405,cafe,Starbucks
25.959697,-80.145411,bank,Citibank
34.424908,-117.383833,cafe,Starbucks
33.439252,-117.627665,cafe,Starbucks Coffee
50.144821,-96.87566,cafe,Starbucks
34.427061,-117.376324,cafe,Starbucks
51.014274,-114.140672,cafe,Starbucks
40.760919,-73.766515,cafe,Starbucks
34.530976,-83.984099,cafe,Starbucks
43.642601,-79.427405,cafe,Starbucks
40.902232,-81.090912,bank,Chase
50.907795,-114.066559,cafe,Starbucks
49.225152,-123.09047,cafe,Starbucks
41.146624,-81.474716,bank,Chase
36.083863,-80.295155,cafe,Starbucks
49.158306,-122.780606,cafe,Starbucks
27.639621,-80.456922,cafe,Starbucks
39.841163,-83.074829,cafe,Starbucks
43.494936,-112.050334,cafe,Starbucks
43.494688,-112.051997,cafe,Starbucks
44.020772,-121.317891,cafe,Starbucks
36.872505,-119.764728,bank,Citibank
21.015708,-101.252756,cafe,Starbucks
37.953699,-91.751998,cafe,Starbucks
44.034704,-121.309115,cafe,Starbucks
44.034613,-121.308881,bank,Chase
40.932409,-73.899174,bank,Chase
49.855037,-97.101571,cafe,Starbucks
43.72936,-79.607488,cafe,Starbucks
40.760264,-73.918128,cafe,Starbucks
43.011635,-81.256562,fast_food,Starbucks Coffee
49.864843,-99.960158,cafe,Starbucks
40.521079,-79.8139,cafe,Starbucks Coffee
36.882111,-76.199588,cafe,Starbucks
47.597652,-122.328291,cafe,Starbucks
44.270622,-105.495213,cafe,Starbucks
37.370822,-121.931521,cafe,Starbucks
33.596505,-117.677115,bank,Chase
33.596595,-117.677362,cafe,Starbucks
32.182898,-110.948205,cafe,Starbucks
40.740158,-74.381022,bank,Chase
32.220463,-110.866676,cafe,Starbucks
38.900035,-76.997441,cafe,Starbucks
32.648141,-117.058393,cafe,Starbucks
43.644548,-79.381863,cafe,Starbucks
33.544562,-117.783981,bank,Chase
36.074003,-95.958564,bank,Chase
37.702245,-121.933769,cafe,Starbucks Coffee
37.703243,-121.933522,bank,Citibank
40.711723,-73.860121,bank,Chase
51.176707,-115.571077,cafe,Starbucks
47.528543,-121.872245,bank,Chase
40.737326,-74.028984,bank,Citibank
41.369319,-82.956789,cafe,Starbucks
51.014645,-114.167772,cafe,Starbucks
39.915355,-86.072727,bank,Chase
40.609236,-73.957608,bank,Chase
39.774375,-85.990898,bank,Chase
39.774141,-85.996291,cafe,Starbucks
40.608827,-73.958583,cafe,Starbucks
40.608647,-73.959004,pharmacy,Duane Reade
45.302926,-66.023539,cafe,Starbucks Coffee
40.762437,-73.973991,cafe,Starbucks
36.979213,-122.021649,cafe,Starbucks
41.603289,-84.407811,cafe,Starbucks
45.480306,-122.860067,cafe,Starbucks
33.818401,-117.888509,cafe,Starbucks Coffee
25.779783,-80.28884,cafe,Starbucks
39.015355,-76.928352,cafe,Starbucks Coffee
43.03176,-76.019871,cafe,Starbucks
39.19519,-94.579959,cafe,Starbucks
47.776761,-122.343669,cafe,Starbucks
49.220574,-122.557353,cafe,Starbucks
40.738516,-74.170828,cafe,Starbucks
39.2578,-94.655273,cafe,Starbucks
39.248058,-94.572452,cafe,Starbucks
39.249124,-94.595406,cafe,Starbucks
39.222945,-94.546864,cafe,Starbucks
37.402021,-121.93997,cafe,Starbucks
40.902268,-81.123617,bank,Chase
34.050201,-84.597213,cafe,Starbucks
42.580988,-83.281626,cafe,Starbucks
46.212056,-119.159347,cafe,Starbucks
39.536707,-104.855751,cafe,Starbucks
30.004149,-90.10549,cafe,Starbucks
42.15286,-70.846615,cafe,Starbucks
39.882913,-86.070295,bank,Chase
19.268025,-99.706259,cafe,Starbucks
46.220668,-64.541208,cafe,Starbucks
52.14667,-106.621817,cafe,Starbucks
41.694852,-72.756855,cafe,Starbucks
32.89957,-105.944842,cafe,Starbucks
40.815982,-73.292327,bank,Citibank
49.883254,-97.299253,cafe,Starbucks
39.713078,-104.821784,cafe,Starbucks
32.564282,-97.351915,bank,Chase
32.522262,-97.350744,bank,Chase
39.715472,-104.821052,cafe,Starbucks
32.54419,-117.041955,cafe,Starbucks
40.572688,-74.114413,bank,Chase
